"Y","date"
3.15445571990104,2017-03-01
2.79623915488321,2017-04-01
2.4436156379767,2017-05-01
2.08350402921067,2017-06-01
1.83578734071178,2017-07-01
1.58861290965614,2017-08-01
1.37263840790773,2017-09-01
1.2005282882829,2017-10-01
1.03834560413312,2017-11-01
0.901573751898877,2017-12-01
0.784959281438467,2018-01-01
0.680014403292873,2018-02-01
