"DataInformacao","Fonte","Volume","VolumePercentual"
"31/01/1990","ANA","518.39",96.8
"31/01/1990","ANA","518.39",96.8
"28/02/1990","ANA","520.97",97.2
"28/02/1990","ANA","520.97",97.2
"31/03/1990","ANA","514.72",96.1
"31/03/1990","ANA","514.72",96.1
"30/04/1990","ANA","510.67",95.3
"30/04/1990","ANA","510.67",95.3
"31/05/1990","ANA","506.44",94.5
"31/05/1990","ANA","506.44",94.5
"30/06/1990","ANA","502.76",93.8
"30/06/1990","ANA","502.76",93.8
"31/07/1990","ANA","500.37",93.4
"31/07/1990","ANA","500.37",93.4
"31/08/1990","ANA","491.81",91.8
"31/08/1990","ANA","491.81",91.8
"30/09/1990","ANA","481.96",90
"30/09/1990","ANA","481.96",90
"31/10/1990","ANA","468.95",87.5
"31/10/1990","ANA","468.95",87.5
"30/11/1990","ANA","455.16",85
"30/11/1990","ANA","455.16",85
"31/12/1990","ANA","441.37",82.4
"31/12/1990","ANA","441.37",82.4
"31/01/1991","ANA","427.57",79.8
"31/01/1991","ANA","427.57",79.8
"28/02/1991","ANA","416.64",77.8
"28/02/1991","ANA","416.64",77.8
"31/03/1991","ANA","461.46",86.1
"31/03/1991","ANA","461.46",86.1
"30/04/1991","ANA","500.56",93.4
"30/04/1991","ANA","500.56",93.4
"31/05/1991","ANA","504.79",94.2
"31/05/1991","ANA","504.79",94.2
"30/06/1991","ANA","500.56",93.4
"30/06/1991","ANA","500.56",93.4
"30/07/1991","ANA","492.60",92
"30/07/1991","ANA","492.60",92
"31/08/1991","ANA","484.32",90.4
"31/08/1991","ANA","484.32",90.4
"30/09/1991","ANA","473.29",88.4
"30/09/1991","ANA","473.29",88.4
"31/10/1991","ANA","460.68",86
"31/10/1991","ANA","460.68",86
"30/11/1991","ANA","446.88",83.4
"30/11/1991","ANA","446.88",83.4
"31/12/1991","ANA","432.30",80.7
"31/12/1991","ANA","432.30",80.7
"31/01/1992","ANA","488.66",91.2
"31/01/1992","ANA","488.66",91.2
"29/02/1992","ANA","512.88",95.7
"29/02/1992","ANA","512.88",95.7
"31/03/1992","ANA","513.06",95.8
"31/03/1992","ANA","513.06",95.8
"30/04/1992","ANA","517.66",96.6
"30/04/1992","ANA","517.66",96.6
"31/05/1992","ANA","512.51",95.7
"31/05/1992","ANA","512.51",95.7
"30/06/1992","ANA","508.65",95
"30/06/1992","ANA","508.65",95
"31/07/1992","ANA","504.79",94.2
"31/07/1992","ANA","504.79",94.2
"31/08/1992","ANA","500.37",93.4
"31/08/1992","ANA","500.37",93.4
"30/09/1992","ANA","494.57",92.3
"30/09/1992","ANA","494.57",92.3
"31/10/1992","ANA","483.14",90.2
"31/10/1992","ANA","483.14",90.2
"30/11/1992","ANA","471.32",88
"30/11/1992","ANA","471.32",88
"31/12/1992","ANA","455.16",85
"31/12/1992","ANA","455.16",85
"31/01/1993","ANA","440.18",82.2
"31/01/1993","ANA","440.18",82.2
"28/02/1993","ANA","426.39",79.6
"28/02/1993","ANA","426.39",79.6
"31/03/1993","ANA","413.20",77.1
"31/03/1993","ANA","413.20",77.1
"30/04/1993","ANA","401.16",74.9
"30/04/1993","ANA","401.16",74.9
"31/05/1993","ANA","390.49",72.9
"31/05/1993","ANA","390.49",72.9
"30/06/1993","ANA","380.85",71.1
"30/06/1993","ANA","380.85",71.1
"31/07/1993","ANA","370.87",69.2
"31/07/1993","ANA","370.87",69.2
"31/08/1993","ANA","360.20",67.2
"31/08/1993","ANA","360.20",67.2
"30/09/1993","ANA","348.84",65.1
"30/09/1993","ANA","348.84",65.1
"31/10/1993","ANA","331.30",61.8
"31/10/1993","ANA","331.30",61.8
"30/11/1993","ANA","317.54",59.3
"30/11/1993","ANA","317.54",59.3
"31/12/1993","ANA","301.37",56.3
"31/12/1993","ANA","301.37",56.3
"31/01/1994","ANA","290.71",54.3
"31/01/1994","ANA","290.71",54.3
"28/02/1994","ANA","303.09",56.6
"28/02/1994","ANA","303.09",56.6
"31/03/1994","ANA","308.25",57.5
"31/03/1994","ANA","308.25",57.5
"30/04/1994","ANA","302.75",56.5
"30/04/1994","ANA","302.75",56.5
"31/05/1994","ANA","299.31",55.9
"31/05/1994","ANA","299.31",55.9
"30/06/1994","ANA","296.90",55.4
"30/06/1994","ANA","296.90",55.4
"31/07/1994","ANA","292.43",54.6
"31/07/1994","ANA","292.43",54.6
"31/08/1994","ANA","282.79",52.8
"31/08/1994","ANA","282.79",52.8
"30/09/1994","ANA","180.51",43.8
"30/09/1994","ANA","180.51",43.8
"31/10/1994","ANA","172.32",41.9
"31/10/1994","ANA","172.32",41.9
"30/11/1994","ANA","163.46",39.7
"30/11/1994","ANA","163.46",39.7
"31/12/1994","ANA","154.55",37.5
"31/12/1994","ANA","154.55",37.5
"31/01/1995","ANA","227.07",55.2
"31/01/1995","ANA","227.07",55.2
"28/02/1995","ANA","239.26",58.1
"28/02/1995","ANA","239.26",58.1
"31/03/1995","ANA","327.17",79.5
"31/03/1995","ANA","327.17",79.5
"30/04/1995","ANA","364.67",88.6
"30/04/1995","ANA","364.67",88.6
"31/05/1995","ANA","412.51",100.2
"31/05/1995","ANA","412.51",100.2
"30/06/1995","ANA","409.42",99.4
"30/06/1995","ANA","409.42",99.4
"31/07/1995","ANA","405.29",98.4
"31/07/1995","ANA","405.29",98.4
"31/08/1995","ANA","394.62",95.8
"31/08/1995","ANA","394.62",95.8
"30/09/1995","ANA","382.23",92.8
"30/09/1995","ANA","382.23",92.8
"31/10/1995","ANA","369.49",89.8
"31/10/1995","ANA","369.49",89.8
"30/11/1995","ANA","355.04",86.2
"30/11/1995","ANA","355.04",86.2
"31/12/1995","ANA","339.55",82.5
"31/12/1995","ANA","339.55",82.5
"31/01/1996","ANA","327.17",79.5
"31/01/1996","ANA","327.17",79.5
"29/02/1996","ANA","312.72",76
"29/02/1996","ANA","312.72",76
"31/03/1996","ANA","340.24",82.6
"31/03/1996","ANA","340.24",82.6
"30/04/1996","ANA","361.58",87.8
"30/04/1996","ANA","361.58",87.8
"31/05/1996","ANA","366.39",89
"31/05/1996","ANA","366.39",89
"30/06/1996","ANA","358.48",87.1
"30/06/1996","ANA","358.48",87.1
"31/07/1996","ANA","351.25",85.3
"31/07/1996","ANA","351.25",85.3
"31/08/1996","ANA","341.62",83
"31/08/1996","ANA","341.62",83
"30/09/1996","ANA","329.92",80.1
"30/09/1996","ANA","329.92",80.1
"31/10/1996","ANA","314.79",76.5
"31/10/1996","ANA","314.79",76.5
"30/11/1996","ANA","303.43",73.7
"30/11/1996","ANA","303.43",73.7
"31/12/1996","ANA","287.95",69.9
"31/12/1996","ANA","287.95",69.9
"31/01/1997","ANA","281.63",68.4
"31/01/1997","ANA","281.63",68.4
"28/02/1997","ANA","272.88",66.3
"28/02/1997","ANA","272.88",66.3
"31/03/1997","ANA","320.63",77.9
"31/03/1997","ANA","320.63",77.9
"30/04/1997","ANA","363.98",88.4
"30/04/1997","ANA","363.98",88.4
"31/05/1997","ANA","363.98",88.4
"31/05/1997","ANA","363.98",88.4
"30/06/1997","ANA","354.35",86.1
"30/06/1997","ANA","354.35",86.1
"31/07/1997","ANA","344.71",83.7
"31/07/1997","ANA","344.71",83.7
"31/08/1997","ANA","334.39",81.2
"31/08/1997","ANA","334.39",81.2
"30/09/1997","ANA","320.29",77.8
"30/09/1997","ANA","320.29",77.8
"31/10/1997","ANA","304.47",74
"31/10/1997","ANA","304.47",74
"30/11/1997","ANA","290.02",70.4
"30/11/1997","ANA","290.02",70.4
"31/12/1997","ANA","276.98",67.3
"31/12/1997","ANA","276.98",67.3
"31/01/1998","ANA","162.94",39.6
"31/01/1998","ANA","162.94",39.6
"28/02/1998","ANA","154.07",37.4
"28/02/1998","ANA","154.07",37.4
"31/03/1998","ANA","144.82",35.2
"31/03/1998","ANA","144.82",35.2
"30/04/1998","ANA","136.54",33.2
"30/04/1998","ANA","136.54",33.2
"31/05/1998","ANA","129.44",31.4
"31/05/1998","ANA","129.44",31.4
"30/06/1998","ANA","123.52",30
"30/06/1998","ANA","123.52",30
"31/07/1998","ANA","117.60",28.6
"31/07/1998","ANA","117.60",28.6
"31/08/1998","ANA","112.19",27.2
"31/08/1998","ANA","112.19",27.2
"30/09/1998","ANA","105.34",25.6
"30/09/1998","ANA","105.34",25.6
"31/10/1998","ANA","98.04",23.8
"31/10/1998","ANA","98.04",23.8
"30/11/1998","ANA","91.70",22.3
"30/11/1998","ANA","91.70",22.3
"31/12/1998","ANA","85.32",20.7
"31/12/1998","ANA","85.32",20.7
"01/01/1999","ANA","85.09",20.7
"01/01/1999","ANA","85.09",20.7
"02/01/1999","ANA","84.98",20.6
"02/01/1999","ANA","84.98",20.6
"03/01/1999","ANA","84.74",20.6
"03/01/1999","ANA","84.74",20.6
"04/01/1999","ANA","84.63",20.6
"04/01/1999","ANA","84.63",20.6
"05/01/1999","ANA","84.39",20.5
"05/01/1999","ANA","84.39",20.5
"06/01/1999","ANA","84.28",20.5
"06/01/1999","ANA","84.28",20.5
"07/01/1999","ANA","84.04",20.4
"07/01/1999","ANA","84.04",20.4
"08/01/1999","ANA","83.93",20.4
"08/01/1999","ANA","83.93",20.4
"09/01/1999","ANA","83.69",20.3
"09/01/1999","ANA","83.69",20.3
"10/01/1999","ANA","83.46",20.3
"10/01/1999","ANA","83.46",20.3
"11/01/1999","ANA","83.34",20.2
"11/01/1999","ANA","83.34",20.2
"12/01/1999","ANA","83.23",20.2
"12/01/1999","ANA","83.23",20.2
"13/01/1999","ANA","82.99",20.2
"13/01/1999","ANA","82.99",20.2
"14/01/1999","ANA","82.88",20.1
"14/01/1999","ANA","82.88",20.1
"15/01/1999","ANA","82.65",20.1
"15/01/1999","ANA","82.65",20.1
"16/01/1999","ANA","82.41",20
"16/01/1999","ANA","82.41",20
"17/01/1999","ANA","82.30",20
"17/01/1999","ANA","82.30",20
"18/01/1999","ANA","82.06",19.9
"18/01/1999","ANA","82.06",19.9
"19/01/1999","ANA","81.95",19.9
"19/01/1999","ANA","81.95",19.9
"20/01/1999","ANA","81.71",19.8
"20/01/1999","ANA","81.71",19.8
"21/01/1999","ANA","81.48",19.8
"21/01/1999","ANA","81.48",19.8
"22/01/1999","ANA","81.36",19.8
"22/01/1999","ANA","81.36",19.8
"23/01/1999","ANA","81.13",19.7
"23/01/1999","ANA","81.13",19.7
"24/01/1999","ANA","81.01",19.7
"24/01/1999","ANA","81.01",19.7
"25/01/1999","ANA","80.90",19.6
"25/01/1999","ANA","80.90",19.6
"26/01/1999","ANA","80.78",19.6
"26/01/1999","ANA","80.78",19.6
"27/01/1999","ANA","80.55",19.6
"27/01/1999","ANA","80.55",19.6
"28/01/1999","ANA","80.43",19.5
"28/01/1999","ANA","80.43",19.5
"29/01/1999","ANA","80.20",19.5
"29/01/1999","ANA","80.20",19.5
"30/01/1999","ANA","80.08",19.4
"30/01/1999","ANA","80.08",19.4
"31/01/1999","ANA","79.85",19.4
"31/01/1999","ANA","79.85",19.4
"02/02/1999","ANA","79.50",19.3
"02/02/1999","ANA","79.50",19.3
"03/02/1999","ANA","79.27",19.2
"03/02/1999","ANA","79.27",19.2
"04/02/1999","ANA","79.03",19.2
"04/02/1999","ANA","79.03",19.2
"05/02/1999","ANA","78.92",19.2
"05/02/1999","ANA","78.92",19.2
"06/02/1999","ANA","78.80",19.1
"06/02/1999","ANA","78.80",19.1
"07/02/1999","ANA","78.68",19.1
"07/02/1999","ANA","78.68",19.1
"08/02/1999","ANA","78.57",19.1
"08/02/1999","ANA","78.57",19.1
"09/02/1999","ANA","78.45",19.1
"09/02/1999","ANA","78.45",19.1
"10/02/1999","ANA","78.22",19
"10/02/1999","ANA","78.22",19
"11/02/1999","ANA","78.10",19
"11/02/1999","ANA","78.10",19
"12/02/1999","ANA","77.99",18.9
"12/02/1999","ANA","77.99",18.9
"13/02/1999","ANA","77.99",18.9
"13/02/1999","ANA","77.99",18.9
"14/02/1999","ANA","77.87",18.9
"14/02/1999","ANA","77.87",18.9
"15/02/1999","ANA","77.75",18.9
"15/02/1999","ANA","77.75",18.9
"16/02/1999","ANA","77.64",18.9
"16/02/1999","ANA","77.64",18.9
"17/02/1999","ANA","77.52",18.8
"17/02/1999","ANA","77.52",18.8
"18/02/1999","ANA","77.29",18.8
"18/02/1999","ANA","77.29",18.8
"19/02/1999","ANA","77.17",18.7
"19/02/1999","ANA","77.17",18.7
"20/02/1999","ANA","76.94",18.7
"20/02/1999","ANA","76.94",18.7
"21/02/1999","ANA","76.82",18.7
"21/02/1999","ANA","76.82",18.7
"22/02/1999","ANA","76.59",18.6
"22/02/1999","ANA","76.59",18.6
"23/02/1999","ANA","76.47",18.6
"23/02/1999","ANA","76.47",18.6
"24/02/1999","ANA","76.24",18.5
"24/02/1999","ANA","76.24",18.5
"25/02/1999","ANA","76.12",18.5
"25/02/1999","ANA","76.12",18.5
"26/02/1999","ANA","75.89",18.4
"26/02/1999","ANA","75.89",18.4
"27/02/1999","ANA","75.66",18.4
"27/02/1999","ANA","75.66",18.4
"28/02/1999","ANA","75.54",18.4
"28/02/1999","ANA","75.54",18.4
"01/03/1999","ANA","75.42",18.3
"01/03/1999","ANA","75.42",18.3
"02/03/1999","ANA","75.31",18.3
"02/03/1999","ANA","75.31",18.3
"03/03/1999","ANA","75.07",18.2
"03/03/1999","ANA","75.07",18.2
"04/03/1999","ANA","74.96",18.2
"04/03/1999","ANA","74.96",18.2
"05/03/1999","ANA","74.84",18.2
"05/03/1999","ANA","74.84",18.2
"06/03/1999","ANA","74.72",18.2
"06/03/1999","ANA","74.72",18.2
"07/03/1999","ANA","74.61",18.1
"07/03/1999","ANA","74.61",18.1
"08/03/1999","ANA","74.28",18
"08/03/1999","ANA","74.28",18
"09/03/1999","ANA","74.07",18
"09/03/1999","ANA","74.07",18
"10/03/1999","ANA","73.96",18
"10/03/1999","ANA","73.96",18
"11/03/1999","ANA","73.86",17.9
"11/03/1999","ANA","73.86",17.9
"12/03/1999","ANA","73.75",17.9
"12/03/1999","ANA","73.75",17.9
"13/03/1999","ANA","73.65",17.9
"13/03/1999","ANA","73.65",17.9
"14/03/1999","ANA","73.54",17.9
"14/03/1999","ANA","73.54",17.9
"15/03/1999","ANA","79.15",19.2
"15/03/1999","ANA","79.15",19.2
"16/03/1999","ANA","81.36",19.8
"16/03/1999","ANA","81.36",19.8
"17/03/1999","ANA","81.25",19.7
"17/03/1999","ANA","81.25",19.7
"18/03/1999","ANA","83.58",20.3
"18/03/1999","ANA","83.58",20.3
"19/03/1999","ANA","87.95",21.4
"19/03/1999","ANA","87.95",21.4
"20/03/1999","ANA","88.21",21.4
"20/03/1999","ANA","88.21",21.4
"21/03/1999","ANA","88.08",21.4
"21/03/1999","ANA","88.08",21.4
"22/03/1999","ANA","87.95",21.4
"22/03/1999","ANA","87.95",21.4
"23/03/1999","ANA","87.82",21.3
"23/03/1999","ANA","87.82",21.3
"24/03/1999","ANA","87.69",21.3
"24/03/1999","ANA","87.69",21.3
"25/03/1999","ANA","87.56",21.3
"25/03/1999","ANA","87.56",21.3
"26/03/1999","ANA","87.43",21.2
"26/03/1999","ANA","87.43",21.2
"27/03/1999","ANA","87.30",21.2
"27/03/1999","ANA","87.30",21.2
"28/03/1999","ANA","87.17",21.2
"28/03/1999","ANA","87.17",21.2
"29/03/1999","ANA","87.05",21.1
"29/03/1999","ANA","87.05",21.1
"30/03/1999","ANA","86.92",21.1
"30/03/1999","ANA","86.92",21.1
"31/03/1999","ANA","86.79",21.1
"31/03/1999","ANA","86.79",21.1
"01/04/1999","ANA","86.66",21
"01/04/1999","ANA","86.66",21
"02/04/1999","ANA","86.40",21
"02/04/1999","ANA","86.40",21
"03/04/1999","ANA","86.27",21
"03/04/1999","ANA","86.27",21
"04/04/1999","ANA","86.14",20.9
"04/04/1999","ANA","86.14",20.9
"05/04/1999","ANA","85.91",20.9
"05/04/1999","ANA","85.91",20.9
"06/04/1999","ANA","85.79",20.8
"06/04/1999","ANA","85.79",20.8
"07/04/1999","ANA","85.67",20.8
"07/04/1999","ANA","85.67",20.8
"08/04/1999","ANA","85.56",20.8
"08/04/1999","ANA","85.56",20.8
"09/04/1999","ANA","85.44",20.8
"09/04/1999","ANA","85.44",20.8
"10/04/1999","ANA","85.21",20.7
"10/04/1999","ANA","85.21",20.7
"11/04/1999","ANA","85.09",20.7
"11/04/1999","ANA","85.09",20.7
"12/04/1999","ANA","84.98",20.6
"12/04/1999","ANA","84.98",20.6
"13/04/1999","ANA","84.86",20.6
"13/04/1999","ANA","84.86",20.6
"14/04/1999","ANA","84.86",20.6
"14/04/1999","ANA","84.86",20.6
"15/04/1999","ANA","84.74",20.6
"15/04/1999","ANA","84.74",20.6
"16/04/1999","ANA","84.51",20.5
"16/04/1999","ANA","84.51",20.5
"17/04/1999","ANA","84.39",20.5
"17/04/1999","ANA","84.39",20.5
"18/04/1999","ANA","84.28",20.5
"18/04/1999","ANA","84.28",20.5
"19/04/1999","ANA","84.04",20.4
"19/04/1999","ANA","84.04",20.4
"20/04/1999","ANA","83.93",20.4
"20/04/1999","ANA","83.93",20.4
"21/04/1999","ANA","83.81",20.4
"21/04/1999","ANA","83.81",20.4
"22/04/1999","ANA","83.69",20.3
"22/04/1999","ANA","83.69",20.3
"23/04/1999","ANA","83.58",20.3
"23/04/1999","ANA","83.58",20.3
"24/04/1999","ANA","83.34",20.2
"24/04/1999","ANA","83.34",20.2
"25/04/1999","ANA","83.11",20.2
"25/04/1999","ANA","83.11",20.2
"26/04/1999","ANA","82.99",20.2
"26/04/1999","ANA","82.99",20.2
"27/04/1999","ANA","82.88",20.1
"27/04/1999","ANA","82.88",20.1
"28/04/1999","ANA","82.76",20.1
"28/04/1999","ANA","82.76",20.1
"29/04/1999","ANA","82.65",20.1
"29/04/1999","ANA","82.65",20.1
"30/04/1999","ANA","82.53",20
"30/04/1999","ANA","82.53",20
"01/05/1999","ANA","82.53",20
"01/05/1999","ANA","82.53",20
"02/05/1999","ANA","82.53",20
"02/05/1999","ANA","82.53",20
"03/05/1999","ANA","82.41",20
"03/05/1999","ANA","82.41",20
"04/05/1999","ANA","82.30",20
"04/05/1999","ANA","82.30",20
"05/05/1999","ANA","82.18",20
"05/05/1999","ANA","82.18",20
"06/05/1999","ANA","82.18",20
"06/05/1999","ANA","82.18",20
"07/05/1999","ANA","82.06",19.9
"07/05/1999","ANA","82.06",19.9
"08/05/1999","ANA","81.95",19.9
"08/05/1999","ANA","81.95",19.9
"09/05/1999","ANA","81.83",19.9
"09/05/1999","ANA","81.83",19.9
"10/05/1999","ANA","81.71",19.8
"10/05/1999","ANA","81.71",19.8
"11/05/1999","ANA","81.60",19.8
"11/05/1999","ANA","81.60",19.8
"12/05/1999","ANA","81.48",19.8
"12/05/1999","ANA","81.48",19.8
"13/05/1999","ANA","81.36",19.8
"13/05/1999","ANA","81.36",19.8
"14/05/1999","ANA","82.06",19.9
"14/05/1999","ANA","82.06",19.9
"15/05/1999","ANA","84.98",20.6
"15/05/1999","ANA","84.98",20.6
"16/05/1999","ANA","85.91",20.9
"16/05/1999","ANA","85.91",20.9
"17/05/1999","ANA","86.02",20.9
"17/05/1999","ANA","86.02",20.9
"18/05/1999","ANA","86.66",21
"18/05/1999","ANA","86.66",21
"19/05/1999","ANA","86.92",21.1
"19/05/1999","ANA","86.92",21.1
"20/05/1999","ANA","86.92",21.1
"20/05/1999","ANA","86.92",21.1
"21/05/1999","ANA","86.79",21.1
"21/05/1999","ANA","86.79",21.1
"22/05/1999","ANA","86.66",21
"22/05/1999","ANA","86.66",21
"23/05/1999","ANA","86.66",21
"23/05/1999","ANA","86.66",21
"24/05/1999","ANA","86.66",21
"24/05/1999","ANA","86.66",21
"25/05/1999","ANA","86.53",21
"25/05/1999","ANA","86.53",21
"26/05/1999","ANA","86.40",21
"26/05/1999","ANA","86.40",21
"27/05/1999","ANA","86.27",21
"27/05/1999","ANA","86.27",21
"28/05/1999","ANA","86.14",20.9
"28/05/1999","ANA","86.14",20.9
"29/05/1999","ANA","86.02",20.9
"29/05/1999","ANA","86.02",20.9
"30/05/1999","ANA","85.91",20.9
"30/05/1999","ANA","85.91",20.9
"31/05/1999","ANA","85.79",20.8
"31/05/1999","ANA","85.79",20.8
"01/06/1999","ANA","85.67",20.8
"01/06/1999","ANA","85.67",20.8
"02/06/1999","ANA","85.56",20.8
"02/06/1999","ANA","85.56",20.8
"03/06/1999","ANA","85.44",20.8
"03/06/1999","ANA","85.44",20.8
"04/06/1999","ANA","85.44",20.8
"04/06/1999","ANA","85.44",20.8
"05/06/1999","ANA","85.32",20.7
"05/06/1999","ANA","85.32",20.7
"06/06/1999","ANA","85.21",20.7
"06/06/1999","ANA","85.21",20.7
"07/06/1999","ANA","85.09",20.7
"07/06/1999","ANA","85.09",20.7
"08/06/1999","ANA","84.98",20.6
"08/06/1999","ANA","84.98",20.6
"09/06/1999","ANA","84.86",20.6
"09/06/1999","ANA","84.86",20.6
"10/06/1999","ANA","84.74",20.6
"10/06/1999","ANA","84.74",20.6
"11/06/1999","ANA","84.74",20.6
"11/06/1999","ANA","84.74",20.6
"12/06/1999","ANA","84.63",20.6
"12/06/1999","ANA","84.63",20.6
"13/06/1999","ANA","84.51",20.5
"13/06/1999","ANA","84.51",20.5
"14/06/1999","ANA","84.39",20.5
"14/06/1999","ANA","84.39",20.5
"15/06/1999","ANA","84.28",20.5
"15/06/1999","ANA","84.28",20.5
"16/06/1999","ANA","84.16",20.4
"16/06/1999","ANA","84.16",20.4
"17/06/1999","ANA","84.04",20.4
"17/06/1999","ANA","84.04",20.4
"18/06/1999","ANA","83.93",20.4
"18/06/1999","ANA","83.93",20.4
"19/06/1999","ANA","83.81",20.4
"19/06/1999","ANA","83.81",20.4
"20/06/1999","ANA","83.69",20.3
"20/06/1999","ANA","83.69",20.3
"21/06/1999","ANA","83.58",20.3
"21/06/1999","ANA","83.58",20.3
"22/06/1999","ANA","83.46",20.3
"22/06/1999","ANA","83.46",20.3
"23/06/1999","ANA","83.34",20.2
"23/06/1999","ANA","83.34",20.2
"24/06/1999","ANA","83.11",20.2
"24/06/1999","ANA","83.11",20.2
"25/06/1999","ANA","82.99",20.2
"25/06/1999","ANA","82.99",20.2
"26/06/1999","ANA","82.88",20.1
"26/06/1999","ANA","82.88",20.1
"27/06/1999","ANA","82.76",20.1
"27/06/1999","ANA","82.76",20.1
"28/06/1999","ANA","82.65",20.1
"28/06/1999","ANA","82.65",20.1
"29/06/1999","ANA","82.53",20
"29/06/1999","ANA","82.53",20
"30/06/1999","ANA","82.53",20
"30/06/1999","ANA","82.53",20
"01/07/1999","ANA","82.41",20
"01/07/1999","ANA","82.41",20
"02/07/1999","ANA","82.30",20
"02/07/1999","ANA","82.30",20
"03/07/1999","ANA","82.06",19.9
"03/07/1999","ANA","82.06",19.9
"04/07/1999","ANA","81.95",19.9
"04/07/1999","ANA","81.95",19.9
"05/07/1999","ANA","81.83",19.9
"05/07/1999","ANA","81.83",19.9
"06/07/1999","ANA","81.71",19.8
"06/07/1999","ANA","81.71",19.8
"07/07/1999","ANA","81.83",19.9
"07/07/1999","ANA","81.83",19.9
"08/07/1999","ANA","81.83",19.9
"08/07/1999","ANA","81.83",19.9
"09/07/1999","ANA","81.60",19.8
"09/07/1999","ANA","81.60",19.8
"10/07/1999","ANA","81.48",19.8
"10/07/1999","ANA","81.48",19.8
"11/07/1999","ANA","81.36",19.8
"11/07/1999","ANA","81.36",19.8
"12/07/1999","ANA","81.25",19.7
"12/07/1999","ANA","81.25",19.7
"13/07/1999","ANA","81.13",19.7
"13/07/1999","ANA","81.13",19.7
"14/07/1999","ANA","81.01",19.7
"14/07/1999","ANA","81.01",19.7
"15/07/1999","ANA","80.90",19.6
"15/07/1999","ANA","80.90",19.6
"16/07/1999","ANA","80.78",19.6
"16/07/1999","ANA","80.78",19.6
"17/07/1999","ANA","80.66",19.6
"17/07/1999","ANA","80.66",19.6
"18/07/1999","ANA","80.78",19.6
"18/07/1999","ANA","80.78",19.6
"19/07/1999","ANA","80.66",19.6
"19/07/1999","ANA","80.66",19.6
"20/07/1999","ANA","80.55",19.6
"20/07/1999","ANA","80.55",19.6
"21/07/1999","ANA","80.55",19.6
"21/07/1999","ANA","80.55",19.6
"22/07/1999","ANA","80.43",19.5
"22/07/1999","ANA","80.43",19.5
"23/07/1999","ANA","80.32",19.5
"23/07/1999","ANA","80.32",19.5
"24/07/1999","ANA","80.20",19.5
"24/07/1999","ANA","80.20",19.5
"25/07/1999","ANA","80.08",19.4
"25/07/1999","ANA","80.08",19.4
"26/07/1999","ANA","80.08",19.4
"26/07/1999","ANA","80.08",19.4
"27/07/1999","ANA","79.97",19.4
"27/07/1999","ANA","79.97",19.4
"28/07/1999","ANA","79.85",19.4
"28/07/1999","ANA","79.85",19.4
"29/07/1999","ANA","79.73",19.4
"29/07/1999","ANA","79.73",19.4
"30/07/1999","ANA","79.62",19.3
"30/07/1999","ANA","79.62",19.3
"31/07/1999","ANA","79.50",19.3
"31/07/1999","ANA","79.50",19.3
"01/08/1999","ANA","79.38",19.3
"01/08/1999","ANA","79.38",19.3
"02/08/1999","ANA","79.27",19.2
"02/08/1999","ANA","79.27",19.2
"03/08/1999","ANA","79.15",19.2
"03/08/1999","ANA","79.15",19.2
"04/08/1999","ANA","79.03",19.2
"04/08/1999","ANA","79.03",19.2
"05/08/1999","ANA","78.92",19.2
"05/08/1999","ANA","78.92",19.2
"06/08/1999","ANA","78.80",19.1
"06/08/1999","ANA","78.80",19.1
"07/08/1999","ANA","78.68",19.1
"07/08/1999","ANA","78.68",19.1
"08/08/1999","ANA","78.57",19.1
"08/08/1999","ANA","78.57",19.1
"09/08/1999","ANA","78.45",19.1
"09/08/1999","ANA","78.45",19.1
"10/08/1999","ANA","78.34",19
"10/08/1999","ANA","78.34",19
"11/08/1999","ANA","78.22",19
"11/08/1999","ANA","78.22",19
"12/08/1999","ANA","78.10",19
"12/08/1999","ANA","78.10",19
"13/08/1999","ANA","77.99",18.9
"13/08/1999","ANA","77.99",18.9
"14/08/1999","ANA","77.87",18.9
"14/08/1999","ANA","77.87",18.9
"15/08/1999","ANA","77.75",18.9
"15/08/1999","ANA","77.75",18.9
"16/08/1999","ANA","77.64",18.9
"16/08/1999","ANA","77.64",18.9
"17/08/1999","ANA","77.52",18.8
"17/08/1999","ANA","77.52",18.8
"18/08/1999","ANA","77.40",18.8
"18/08/1999","ANA","77.40",18.8
"19/08/1999","ANA","77.29",18.8
"19/08/1999","ANA","77.29",18.8
"20/08/1999","ANA","77.17",18.7
"20/08/1999","ANA","77.17",18.7
"21/08/1999","ANA","77.05",18.7
"21/08/1999","ANA","77.05",18.7
"22/08/1999","ANA","76.94",18.7
"22/08/1999","ANA","76.94",18.7
"23/08/1999","ANA","76.82",18.7
"23/08/1999","ANA","76.82",18.7
"24/08/1999","ANA","76.70",18.6
"24/08/1999","ANA","76.70",18.6
"25/08/1999","ANA","76.59",18.6
"25/08/1999","ANA","76.59",18.6
"26/08/1999","ANA","76.47",18.6
"26/08/1999","ANA","76.47",18.6
"27/08/1999","ANA","76.35",18.6
"27/08/1999","ANA","76.35",18.6
"28/08/1999","ANA","76.24",18.5
"28/08/1999","ANA","76.24",18.5
"29/08/1999","ANA","76.12",18.5
"29/08/1999","ANA","76.12",18.5
"30/08/1999","ANA","76.01",18.5
"30/08/1999","ANA","76.01",18.5
"31/08/1999","ANA","75.89",18.4
"31/08/1999","ANA","75.89",18.4
"01/09/1999","ANA","75.89",18.4
"01/09/1999","ANA","75.89",18.4
"02/09/1999","ANA","75.77",18.4
"02/09/1999","ANA","75.77",18.4
"03/09/1999","ANA","75.66",18.4
"03/09/1999","ANA","75.66",18.4
"04/09/1999","ANA","75.54",18.4
